"port_name","state","port_code","border","date","measure","value","latitude","longitude","point"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2024-11-01T00:00:00.000","Trucks","71989","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Derby Line","Vermont","0209","US-Canada Border","2024-11-01T00:00:00.000","Trucks","7568","45.005739","-72.099279","POINT (-72.099279 45.005739)"
"Sumas","Washington","3009","US-Canada Border","2024-11-01T00:00:00.000","Trains","18","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Sherwood","North Dakota","3414","US-Canada Border","2024-11-01T00:00:00.000","Trucks","227","48.999305","-101.627527","POINT (-101.627527 48.999305)"
"Presidio","Texas","2403","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","1032","29.561827","-104.394907","POINT (-104.394907 29.561827)"
"Columbus","New Mexico","2406","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","1816","31.783742","-107.627948","POINT (-107.627948 31.783742)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2024-11-01T00:00:00.000","Trains","29","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Norton","Vermont","0211","US-Canada Border","2024-11-01T00:00:00.000","Trucks","516","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Tecate","California","2505","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","4619","32.576428","-116.626216","POINT (-116.626216 32.576428)"
"Portal","North Dakota","3403","US-Canada Border","2024-11-01T00:00:00.000","Trucks","7827","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Scobey","Montana","3309","US-Canada Border","2024-11-01T00:00:00.000","Trucks","34","48.999527","-105.407638","POINT (-105.407638 48.999527)"
"Laurier","Washington","3016","US-Canada Border","2024-11-01T00:00:00.000","Trucks","502","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Calais","Maine","0115","US-Canada Border","2024-11-01T00:00:00.000","Trucks","4722","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Douglas","Arizona","2601","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","2287","31.334043","-109.560344","POINT (-109.560344 31.334043)"
"Boundary","Washington","3015","US-Canada Border","2024-11-01T00:00:00.000","Trucks","33","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Lukeville","Arizona","2602","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","59","31.880195","-112.817077","POINT (-112.817077 31.880195)"
"Calexico East","California","2507","US-Mexico Border","2024-11-01T00:00:00.000","Trains","26","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Bridgewater","Maine","0127","US-Canada Border","2024-11-01T00:00:00.000","Trucks","305","46.450335","-67.78484","POINT (-67.78484 46.450335)"
"Laredo","Texas","2304","US-Mexico Border","2024-11-01T00:00:00.000","Trains","346","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Vanceboro","Maine","0105","US-Canada Border","2024-11-01T00:00:00.000","Trucks","26","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Hidalgo","Texas","2305","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","61408","26.095032","-98.271092","POINT (-98.271092 26.095032)"
"Vanceboro","Maine","0105","US-Canada Border","2024-11-01T00:00:00.000","Trains","42","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"El Paso","Texas","2402","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","10635","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Oroville","Washington","3019","US-Canada Border","2024-11-01T00:00:00.000","Trucks","1835","49.000083","-119.461833","POINT (-119.461833 49.000083)"
"Metaline Falls","Washington","3025","US-Canada Border","2024-11-01T00:00:00.000","Trucks","535","48.999972","-117.299444","POINT (-117.299444 48.999972)"
"Pinecreek","Minnesota","3425","US-Canada Border","2024-11-01T00:00:00.000","Trucks","4","48.999916","-95.977694","POINT (-95.977694 48.999916)"
"Warroad","Minnesota","3423","US-Canada Border","2024-11-01T00:00:00.000","Trucks","532","48.999","-95.376555","POINT (-95.376555 48.999)"
"Ferry","Washington","3013","US-Canada Border","2024-11-01T00:00:00.000","Trucks","3","49.000083","-118.761166","POINT (-118.761166 49.000083)"
"Alcan","Alaska","3104","US-Canada Border","2024-11-01T00:00:00.000","Trucks","615","62.614961","-141.001444","POINT (-141.001444 62.614961)"
"Portal","North Dakota","3403","US-Canada Border","2024-11-01T00:00:00.000","Trains","132","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Calais","Maine","0115","US-Canada Border","2024-11-01T00:00:00.000","Trains","17","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Naco","Arizona","2603","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","278","31.334084","-109.948413","POINT (-109.948413 31.334084)"
"Dalton Cache","Alaska","3106","US-Canada Border","2024-11-01T00:00:00.000","Trucks","77","59.450556","-136.361944","POINT (-136.361944 59.450556)"
"Richford","Vermont","0203","US-Canada Border","2024-11-01T00:00:00.000","Trucks","196","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2024-11-01T00:00:00.000","Trucks","2619","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Piegan","Montana","3316","US-Canada Border","2024-11-01T00:00:00.000","Trucks","128","48.998083","-113.378777","POINT (-113.378777 48.998083)"
"Sweetgrass","Montana","3310","US-Canada Border","2024-11-01T00:00:00.000","Trains","31","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Trout River","New York","0715","US-Canada Border","2024-11-01T00:00:00.000","Trucks","875","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Walhalla","North Dakota","3407","US-Canada Border","2024-11-01T00:00:00.000","Trucks","539","49.000472","-97.908416","POINT (-97.908416 49.000472)"
"Jackman","Maine","0104","US-Canada Border","2024-11-01T00:00:00.000","Trains","34","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Brownsville","Texas","2301","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","23363","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Frontier","Washington","3020","US-Canada Border","2024-11-01T00:00:00.000","Trucks","2110","49.0005","-117.831527","POINT (-117.831527 49.0005)"
"Roseau","Minnesota","3426","US-Canada Border","2024-11-01T00:00:00.000","Trucks","145","48.999538","-95.766469","POINT (-95.766469 48.999538)"
"Hansboro","North Dakota","3415","US-Canada Border","2024-11-01T00:00:00.000","Trucks","29","48.999583","-99.346527","POINT (-99.346527 48.999583)"
"Boundary","Washington","3015","US-Canada Border","2024-11-01T00:00:00.000","Trains","20","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Wildhorse","Montana","3323","US-Canada Border","2024-11-01T00:00:00.000","Trucks","33","48.999361","-110.215083","POINT (-110.215083 48.999361)"
"Fort Kent","Maine","0110","US-Canada Border","2024-11-01T00:00:00.000","Trucks","202","47.249206","-68.603918","POINT (-68.603918 47.249206)"
"Turner","Montana","3306","US-Canada Border","2024-11-01T00:00:00.000","Trucks","54","48.999527","-108.387916","POINT (-108.387916 48.999527)"
"Danville","Washington","3012","US-Canada Border","2024-11-01T00:00:00.000","Trucks","11","49.000083","-118.503722","POINT (-118.503722 49.000083)"
"Detroit","Michigan","3801","US-Canada Border","2024-11-01T00:00:00.000","Trucks","101778","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Van Buren","Maine","0108","US-Canada Border","2024-11-01T00:00:00.000","Trains","23","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Porthill","Idaho","3308","US-Canada Border","2024-11-01T00:00:00.000","Trucks","150","48.999861","-116.49925","POINT (-116.49925 48.999861)"
"Northgate","North Dakota","3406","US-Canada Border","2024-11-01T00:00:00.000","Trucks","330","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2024-11-01T00:00:00.000","Trains","57","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Norton","Vermont","0211","US-Canada Border","2024-11-01T00:00:00.000","Trains","9","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Dunseith","North Dakota","3422","US-Canada Border","2024-11-01T00:00:00.000","Trucks","1695","48.999277","-100.052166","POINT (-100.052166 48.999277)"
"Limestone","Maine","0118","US-Canada Border","2024-11-01T00:00:00.000","Trucks","58","46.924555","-67.789597","POINT (-67.789597 46.924555)"
"Sarles","North Dakota","3409","US-Canada Border","2024-11-01T00:00:00.000","Trucks","61","49.000027","-98.938361","POINT (-98.938361 49.000027)"
"Richford","Vermont","0203","US-Canada Border","2024-11-01T00:00:00.000","Trains","16","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Eastport","Maine","0103","US-Canada Border","2024-11-01T00:00:00.000","Trucks","214","44.8594395785","-66.98007566","POINT (-66.98007566 44.8594395785)"
"Nogales","Arizona","2604","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","31068","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Northgate","North Dakota","3406","US-Canada Border","2024-11-01T00:00:00.000","Trains","22","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Santa Teresa","New Mexico","2408","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","13115","31.783939","-106.679437","POINT (-106.679437 31.783939)"
"Del Rio","Texas","2302","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","6240","29.326784","-100.927612","POINT (-100.927612 29.326784)"
"Westhope","North Dakota","3419","US-Canada Border","2024-11-01T00:00:00.000","Trucks","80","48.999611","-101.017277","POINT (-101.017277 48.999611)"
"Boundary","Washington","3015","US-Canada Border","2024-10-01T00:00:00.000","Trucks","32","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Vanceboro","Maine","0105","US-Canada Border","2024-10-01T00:00:00.000","Trains","36","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Ogdensburg","New York","0701","US-Canada Border","2024-10-01T00:00:00.000","Trucks","3659","44.7330898624","-75.4577501759","POINT (-75.4577501759 44.7330898624)"
"Alexandria Bay","New York","0708","US-Canada Border","2024-10-01T00:00:00.000","Trucks","17308","44.347229","-75.983592","POINT (-75.983592 44.347229)"
"Dalton Cache","Alaska","3106","US-Canada Border","2024-10-01T00:00:00.000","Trucks","69","59.450556","-136.361944","POINT (-136.361944 59.450556)"
"Jackman","Maine","0104","US-Canada Border","2024-10-01T00:00:00.000","Trains","32","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"El Paso","Texas","2402","US-Mexico Border","2024-10-01T00:00:00.000","Trucks","12487","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Van Buren","Maine","0108","US-Canada Border","2024-10-01T00:00:00.000","Trucks","1258","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Madawaska","Maine","0109","US-Canada Border","2024-10-01T00:00:00.000","Trucks","1190","47.360052","-68.328684","POINT (-68.328684 47.360052)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2024-10-01T00:00:00.000","Trains","31","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Laurier","Washington","3016","US-Canada Border","2024-10-01T00:00:00.000","Trucks","511","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Brownsville","Texas","2301","US-Mexico Border","2024-10-01T00:00:00.000","Trains","85","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Pembina","North Dakota","3401","US-Canada Border","2024-10-01T00:00:00.000","Trucks","22759","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Sweetgrass","Montana","3310","US-Canada Border","2024-10-01T00:00:00.000","Trains","36","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Warroad","Minnesota","3423","US-Canada Border","2024-10-01T00:00:00.000","Trucks","591","48.999","-95.376555","POINT (-95.376555 48.999)"
"Morgan","Montana","3319","US-Canada Border","2024-10-01T00:00:00.000","Trucks","45","48.999829","-107.831819","POINT (-107.831819 48.999829)"
"Northgate","North Dakota","3406","US-Canada Border","2024-10-01T00:00:00.000","Trucks","234","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"St John","North Dakota","3405","US-Canada Border","2024-10-01T00:00:00.000","Trucks","119","48.999277","-99.659111","POINT (-99.659111 48.999277)"
"Sumas","Washington","3009","US-Canada Border","2024-10-01T00:00:00.000","Trains","23","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Baudette","Minnesota","3424","US-Canada Border","2024-10-01T00:00:00.000","Trucks","316","48.719109","-94.590467","POINT (-94.590467 48.719109)"
"Noonan","North Dakota","3420","US-Canada Border","2024-10-01T00:00:00.000","Trucks","146","48.999333","-103.004361","POINT (-103.004361 48.999333)"
"Porthill","Idaho","3308","US-Canada Border","2024-10-01T00:00:00.000","Trucks","188","48.999861","-116.49925","POINT (-116.49925 48.999861)"
"Pinecreek","Minnesota","3425","US-Canada Border","2024-10-01T00:00:00.000","Trucks","5","48.999916","-95.977694","POINT (-95.977694 48.999916)"
"Piegan","Montana","3316","US-Canada Border","2024-10-01T00:00:00.000","Trucks","125","48.998083","-113.378777","POINT (-113.378777 48.998083)"
"Beecher Falls","Vermont","0206","US-Canada Border","2024-10-01T00:00:00.000","Trucks","766","45.013411","-71.505309","POINT (-71.505309 45.013411)"
"Douglas","Arizona","2601","US-Mexico Border","2024-10-01T00:00:00.000","Trucks","2677","31.334043","-109.560344","POINT (-109.560344 31.334043)"
"Jackman","Maine","0104","US-Canada Border","2024-10-01T00:00:00.000","Trucks","5970","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Fort Fairfield","Maine","0107","US-Canada Border","2024-10-01T00:00:00.000","Trucks","442","46.765323","-67.789471","POINT (-67.789471 46.765323)"
"Massena","New York","0704","US-Canada Border","2024-10-01T00:00:00.000","Trucks","2225","44.990556","-74.739722","POINT (-74.739722 44.990556)"
"Vanceboro","Maine","0105","US-Canada Border","2024-10-01T00:00:00.000","Trucks","65","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Otay Mesa","California","2506","US-Mexico Border","2024-10-01T00:00:00.000","Trucks","96276","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Detroit","Michigan","3801","US-Canada Border","2024-10-01T00:00:00.000","Trains","144","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Tecate","California","2505","US-Mexico Border","2024-10-01T00:00:00.000","Trucks","5687","32.576428","-116.626216","POINT (-116.626216 32.576428)"
"Opheim","Montana","3317","US-Canada Border","2024-10-01T00:00:00.000","Trucks","17","48.999527","-106.377583","POINT (-106.377583 48.999527)"
"Sarles","North Dakota","3409","US-Canada Border","2024-10-01T00:00:00.000","Trucks","30","49.000027","-98.938361","POINT (-98.938361 49.000027)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2024-10-01T00:00:00.000","Trucks","81716","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Alcan","Alaska","3104","US-Canada Border","2024-10-01T00:00:00.000","Trucks","642","62.614961","-141.001444","POINT (-141.001444 62.614961)"
"International Falls","Minnesota","3604","US-Canada Border","2024-10-01T00:00:00.000","Trains","296","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Nogales","Arizona","2604","US-Mexico Border","2024-10-01T00:00:00.000","Trucks","32341","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Blaine","Washington","3004","US-Canada Border","2024-10-01T00:00:00.000","Trains","174","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"El Paso","Texas","2402","US-Mexico Border","2024-10-01T00:00:00.000","Trains","122","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Santa Teresa","New Mexico","2408","US-Mexico Border","2024-10-01T00:00:00.000","Trucks","14789","31.783939","-106.679437","POINT (-106.679437 31.783939)"
"Laredo","Texas","2304","US-Mexico Border","2024-10-01T00:00:00.000","Trucks","267428","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Calexico East","California","2507","US-Mexico Border","2024-10-01T00:00:00.000","Trains","18","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Richford","Vermont","0203","US-Canada Border","2024-10-01T00:00:00.000","Trucks","230","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Eastport","Maine","0103","US-Canada Border","2024-10-01T00:00:00.000","Trucks","220","44.8594395785","-66.98007566","POINT (-66.98007566 44.8594395785)"
"Dunseith","North Dakota","3422","US-Canada Border","2024-10-01T00:00:00.000","Trucks","2498","48.999277","-100.052166","POINT (-100.052166 48.999277)"
"Metaline Falls","Washington","3025","US-Canada Border","2024-10-01T00:00:00.000","Trucks","499","48.999972","-117.299444","POINT (-117.299444 48.999972)"
"Point Roberts","Washington","3017","US-Canada Border","2024-10-01T00:00:00.000","Trucks","623","49.0020555547","-123.068055556","POINT (-123.068055556 49.0020555547)"
"Derby Line","Vermont","0209","US-Canada Border","2024-10-01T00:00:00.000","Trucks","8133","45.005739","-72.099279","POINT (-72.099279 45.005739)"
